key,0,1,2,3,4
#,MirageStoreSetItem[0],MirageStoreSetItem[1],,,
int32,MirageStoreSetItem,MirageStoreSetItem,uint32,uint32,uint32
1,"MirageStoreSetItem#0","MirageStoreSetItem#0",0,0,0
2642,"MirageStoreSetItem#45094","MirageStoreSetItem#0",0,0,0
2643,"MirageStoreSetItem#45095","MirageStoreSetItem#0",0,0,0
2650,"MirageStoreSetItem#45112","MirageStoreSetItem#0",0,0,0
2965,"MirageStoreSetItem#45094","MirageStoreSetItem#0",0,0,0
2966,"MirageStoreSetItem#45095","MirageStoreSetItem#0",0,0,0
2973,"MirageStoreSetItem#45102","MirageStoreSetItem#0",0,0,0
2974,"MirageStoreSetItem#45103","MirageStoreSetItem#0",0,0,0
2975,"MirageStoreSetItem#45104","MirageStoreSetItem#0",0,0,0
2976,"MirageStoreSetItem#45105","MirageStoreSetItem#0",0,0,0
2977,"MirageStoreSetItem#45106","MirageStoreSetItem#0",0,0,0
2978,"MirageStoreSetItem#45107","MirageStoreSetItem#0",0,0,0
2979,"MirageStoreSetItem#45108","MirageStoreSetItem#0",0,0,0
2980,"MirageStoreSetItem#45109","MirageStoreSetItem#0",0,0,0
2981,"MirageStoreSetItem#45110","MirageStoreSetItem#0",0,0,0
2982,"MirageStoreSetItem#45111","MirageStoreSetItem#0",0,0,0
2993,"MirageStoreSetItem#45112","MirageStoreSetItem#0",0,0,0
3286,"MirageStoreSetItem#45102","MirageStoreSetItem#0",0,0,0
3287,"MirageStoreSetItem#45103","MirageStoreSetItem#0",0,0,0
3288,"MirageStoreSetItem#45104","MirageStoreSetItem#0",0,0,0
3289,"MirageStoreSetItem#45105","MirageStoreSetItem#0",0,0,0
3290,"MirageStoreSetItem#45106","MirageStoreSetItem#0",0,0,0
3291,"MirageStoreSetItem#45107","MirageStoreSetItem#0",0,0,0
3292,"MirageStoreSetItem#45108","MirageStoreSetItem#0",0,0,0
3293,"MirageStoreSetItem#45109","MirageStoreSetItem#0",0,0,0
3294,"MirageStoreSetItem#45110","MirageStoreSetItem#0",0,0,0
3295,"MirageStoreSetItem#45111","MirageStoreSetItem#0",0,0,0
3747,"MirageStoreSetItem#45094","MirageStoreSetItem#0",0,0,0
6094,"MirageStoreSetItem#45113","MirageStoreSetItem#0",0,0,0
6095,"MirageStoreSetItem#45113","MirageStoreSetItem#0",0,0,0
6096,"MirageStoreSetItem#45114","MirageStoreSetItem#0",0,0,0
6097,"MirageStoreSetItem#45114","MirageStoreSetItem#0",0,0,0
6098,"MirageStoreSetItem#45115","MirageStoreSetItem#0",0,0,0
6099,"MirageStoreSetItem#45115","MirageStoreSetItem#0",0,0,0
6100,"MirageStoreSetItem#45116","MirageStoreSetItem#0",0,0,0
6101,"MirageStoreSetItem#45116","MirageStoreSetItem#0",0,0,0
6102,"MirageStoreSetItem#45117","MirageStoreSetItem#0",0,0,0
6103,"MirageStoreSetItem#45117","MirageStoreSetItem#0",0,0,0
6104,"MirageStoreSetItem#45118","MirageStoreSetItem#0",0,0,0
6105,"MirageStoreSetItem#45118","MirageStoreSetItem#0",0,0,0
6223,"MirageStoreSetItem#45119","MirageStoreSetItem#0",0,0,0
6224,"MirageStoreSetItem#45119","MirageStoreSetItem#0",0,0,0
6968,"MirageStoreSetItem#45120","MirageStoreSetItem#0",0,0,0
6969,"MirageStoreSetItem#45120","MirageStoreSetItem#0",0,0,0
6970,"MirageStoreSetItem#45120","MirageStoreSetItem#0",0,0,0
6971,"MirageStoreSetItem#45121","MirageStoreSetItem#45122",0,0,0
6972,"MirageStoreSetItem#45121","MirageStoreSetItem#0",0,0,0
6973,"MirageStoreSetItem#45122","MirageStoreSetItem#0",0,0,0
6974,"MirageStoreSetItem#45121","MirageStoreSetItem#45122",0,0,0
6975,"MirageStoreSetItem#45121","MirageStoreSetItem#0",0,0,0
6976,"MirageStoreSetItem#45122","MirageStoreSetItem#0",0,0,0
6977,"MirageStoreSetItem#45121","MirageStoreSetItem#45122",0,0,0
6978,"MirageStoreSetItem#45123","MirageStoreSetItem#0",0,0,0
6979,"MirageStoreSetItem#45123","MirageStoreSetItem#0",0,0,0
6980,"MirageStoreSetItem#45123","MirageStoreSetItem#0",0,0,0
6981,"MirageStoreSetItem#45123","MirageStoreSetItem#0",0,0,0
6982,"MirageStoreSetItem#45124","MirageStoreSetItem#0",0,0,0
6983,"MirageStoreSetItem#45124","MirageStoreSetItem#0",0,0,0
7535,"MirageStoreSetItem#45125","MirageStoreSetItem#0",0,0,0
7537,"MirageStoreSetItem#45125","MirageStoreSetItem#0",0,0,0
7538,"MirageStoreSetItem#45125","MirageStoreSetItem#0",0,0,0
7539,"MirageStoreSetItem#45126","MirageStoreSetItem#0",0,0,0
7540,"MirageStoreSetItem#45126","MirageStoreSetItem#0",0,0,0
7541,"MirageStoreSetItem#45126","MirageStoreSetItem#0",0,0,0
7542,"MirageStoreSetItem#45126","MirageStoreSetItem#0",0,0,0
7546,"MirageStoreSetItem#45127","MirageStoreSetItem#0",0,0,0
7547,"MirageStoreSetItem#45127","MirageStoreSetItem#0",0,0,0
7548,"MirageStoreSetItem#45128","MirageStoreSetItem#0",0,0,0
7549,"MirageStoreSetItem#45128","MirageStoreSetItem#0",0,0,0
8111,"MirageStoreSetItem#45129","MirageStoreSetItem#0",0,0,0
8116,"MirageStoreSetItem#45129","MirageStoreSetItem#0",0,0,0
8119,"MirageStoreSetItem#45129","MirageStoreSetItem#0",0,0,0
8542,"MirageStoreSetItem#45130","MirageStoreSetItem#0",0,0,0
8543,"MirageStoreSetItem#45130","MirageStoreSetItem#0",0,0,0
8544,"MirageStoreSetItem#45131","MirageStoreSetItem#0",0,0,0
8545,"MirageStoreSetItem#45131","MirageStoreSetItem#0",0,0,0
8546,"MirageStoreSetItem#45132","MirageStoreSetItem#45590",0,0,0
8547,"MirageStoreSetItem#45132","MirageStoreSetItem#0",0,0,0
8548,"MirageStoreSetItem#45590","MirageStoreSetItem#0",0,0,0
8549,"MirageStoreSetItem#45133","MirageStoreSetItem#0",0,0,0
8550,"MirageStoreSetItem#45133","MirageStoreSetItem#0",0,0,0
8551,"MirageStoreSetItem#45134","MirageStoreSetItem#0",0,0,0
8552,"MirageStoreSetItem#45134","MirageStoreSetItem#0",0,0,0
8553,"MirageStoreSetItem#45135","MirageStoreSetItem#45136",0,0,0
8554,"MirageStoreSetItem#45135","MirageStoreSetItem#0",0,0,0
8555,"MirageStoreSetItem#45136","MirageStoreSetItem#0",0,0,0
8557,"MirageStoreSetItem#45137","MirageStoreSetItem#0",0,0,0
8558,"MirageStoreSetItem#45138","MirageStoreSetItem#0",0,0,0
8559,"MirageStoreSetItem#45137","MirageStoreSetItem#45138",0,0,0
8560,"MirageStoreSetItem#45137","MirageStoreSetItem#45138",0,0,0
8561,"MirageStoreSetItem#45137","MirageStoreSetItem#45138",0,0,0
8669,"MirageStoreSetItem#45139","MirageStoreSetItem#0",0,0,0
8670,"MirageStoreSetItem#45140","MirageStoreSetItem#0",0,0,0
8671,"MirageStoreSetItem#45141","MirageStoreSetItem#0",0,0,0
8672,"MirageStoreSetItem#45139","MirageStoreSetItem#0",0,0,0
8673,"MirageStoreSetItem#45140","MirageStoreSetItem#0",0,0,0
8674,"MirageStoreSetItem#45141","MirageStoreSetItem#0",0,0,0
8675,"MirageStoreSetItem#45139","MirageStoreSetItem#0",0,0,0
8676,"MirageStoreSetItem#45140","MirageStoreSetItem#0",0,0,0
8677,"MirageStoreSetItem#45141","MirageStoreSetItem#0",0,0,0
8678,"MirageStoreSetItem#45139","MirageStoreSetItem#0",0,0,0
8679,"MirageStoreSetItem#45140","MirageStoreSetItem#0",0,0,0
8680,"MirageStoreSetItem#45141","MirageStoreSetItem#0",0,0,0
8681,"MirageStoreSetItem#45142","MirageStoreSetItem#0",0,0,0
8682,"MirageStoreSetItem#45143","MirageStoreSetItem#0",0,0,0
8683,"MirageStoreSetItem#45144","MirageStoreSetItem#0",0,0,0
8684,"MirageStoreSetItem#45142","MirageStoreSetItem#0",0,0,0
8685,"MirageStoreSetItem#45143","MirageStoreSetItem#0",0,0,0
8686,"MirageStoreSetItem#45144","MirageStoreSetItem#0",0,0,0
8687,"MirageStoreSetItem#45142","MirageStoreSetItem#0",0,0,0
8688,"MirageStoreSetItem#45143","MirageStoreSetItem#0",0,0,0
8689,"MirageStoreSetItem#45144","MirageStoreSetItem#0",0,0,0
8690,"MirageStoreSetItem#45142","MirageStoreSetItem#0",0,0,0
8691,"MirageStoreSetItem#45143","MirageStoreSetItem#0",0,0,0
8692,"MirageStoreSetItem#45144","MirageStoreSetItem#0",0,0,0
8706,"MirageStoreSetItem#45145","MirageStoreSetItem#0",0,0,0
8707,"MirageStoreSetItem#45145","MirageStoreSetItem#0",0,0,0
8708,"MirageStoreSetItem#45145","MirageStoreSetItem#0",0,0,0
8709,"MirageStoreSetItem#45145","MirageStoreSetItem#0",0,0,0
8710,"MirageStoreSetItem#45145","MirageStoreSetItem#0",0,0,0
8711,"MirageStoreSetItem#45146","MirageStoreSetItem#0",0,0,0
8712,"MirageStoreSetItem#45146","MirageStoreSetItem#0",0,0,0
8713,"MirageStoreSetItem#45146","MirageStoreSetItem#0",0,0,0
8714,"MirageStoreSetItem#45146","MirageStoreSetItem#0",0,0,0
9272,"MirageStoreSetItem#45147","MirageStoreSetItem#0",0,0,0
9273,"MirageStoreSetItem#45147","MirageStoreSetItem#0",0,0,0
9274,"MirageStoreSetItem#45147","MirageStoreSetItem#0",0,0,0
9275,"MirageStoreSetItem#45147","MirageStoreSetItem#0",0,0,0
9283,"MirageStoreSetItem#45148","MirageStoreSetItem#0",0,0,0
9284,"MirageStoreSetItem#45148","MirageStoreSetItem#0",0,0,0
9285,"MirageStoreSetItem#45148","MirageStoreSetItem#0",0,0,0
9286,"MirageStoreSetItem#45149","MirageStoreSetItem#0",0,0,0
9287,"MirageStoreSetItem#45149","MirageStoreSetItem#0",0,0,0
9288,"MirageStoreSetItem#45149","MirageStoreSetItem#0",0,0,0
9292,"MirageStoreSetItem#45156","MirageStoreSetItem#0",0,0,0
9293,"MirageStoreSetItem#45156","MirageStoreSetItem#0",0,0,0
9294,"MirageStoreSetItem#45156","MirageStoreSetItem#0",0,0,0
9295,"MirageStoreSetItem#45156","MirageStoreSetItem#0",0,0,0
10005,"MirageStoreSetItem#45150","MirageStoreSetItem#0",0,0,0
10006,"MirageStoreSetItem#45150","MirageStoreSetItem#0",0,0,0
10007,"MirageStoreSetItem#45150","MirageStoreSetItem#0",0,0,0
10008,"MirageStoreSetItem#45150","MirageStoreSetItem#0",0,0,0
10009,"MirageStoreSetItem#45151","MirageStoreSetItem#0",0,0,0
10010,"MirageStoreSetItem#45151","MirageStoreSetItem#0",0,0,0
10011,"MirageStoreSetItem#45151","MirageStoreSetItem#0",0,0,0
10012,"MirageStoreSetItem#45151","MirageStoreSetItem#0",0,0,0
10013,"MirageStoreSetItem#45151","MirageStoreSetItem#0",0,0,0
10014,"MirageStoreSetItem#45152","MirageStoreSetItem#0",0,0,0
10015,"MirageStoreSetItem#45152","MirageStoreSetItem#0",0,0,0
10017,"MirageStoreSetItem#45153","MirageStoreSetItem#0",0,0,0
10018,"MirageStoreSetItem#45153","MirageStoreSetItem#0",0,0,0
10019,"MirageStoreSetItem#45154","MirageStoreSetItem#0",0,0,0
10020,"MirageStoreSetItem#45154","MirageStoreSetItem#0",0,0,0
10021,"MirageStoreSetItem#45155","MirageStoreSetItem#0",0,0,0
10022,"MirageStoreSetItem#45155","MirageStoreSetItem#0",0,0,0
10023,"MirageStoreSetItem#45155","MirageStoreSetItem#0",0,0,0
10032,"MirageStoreSetItem#45156","MirageStoreSetItem#0",0,0,0
10033,"MirageStoreSetItem#45156","MirageStoreSetItem#0",0,0,0
10034,"MirageStoreSetItem#45156","MirageStoreSetItem#0",0,0,0
10035,"MirageStoreSetItem#45156","MirageStoreSetItem#0",0,0,0
