key,0,1,2,3,4,5,6,7,8,9,10,11
#,Action,Type1,Param1,ReplaceAction1,Type2,Param2,ReplaceAction2,Type3,Param3,ReplaceAction3,ReplaceSettable,
int32,Action,sbyte,Row,Action,sbyte,Row,Action,sbyte,Row,Action,sbyte,bit&01
0.0,"",0,,"",0,,"",0,,"",-1,False
1.0,"アイアンウィル",2,"アイアンウィル","アイアンウィル解除",0,,"",0,,"",-1,False
1.1,"レイジ・オブ・ハルオーネ",3,"レイジ・オブ・ハルオーネマスタリー","ロイヤルアソリティ",0,,"",0,,"",-1,False
1.2,"シェルトロン",3,"シェルトロンマスタリー","ホーリーシェルトロン",0,,"",0,,"",-1,False
1.3,"スピリッツウィズイン",3,"スピリッツウィズインマスタリー","エクスピアシオン",0,,"",0,,"",-1,False
1.4,"コンフィテオル",8,,"ブレード・オブ・フェイス",8,,"ブレード・オブ・トゥルース",8,,"ブレード・オブ・ヴァラー",-1,False
1.5,"ロイエ",2,"ゲベート実行可","ゲベート",2,"グラブカッマー実行可","グラブカッマー",0,,"",-1,False
1.6,"センチネル",3,"センチネルマスタリー","エクストリームガード",0,,"",0,,"",-1,False
1.7,"レクイエスカット",3,"レクイエスカットマスタリー","インペラトル",2,"ブレード・オブ・オナー実行可","ブレード・オブ・オナー",0,,"",-1,False
1.8,"ファイト・オア・フライト",4,,"ゴアブレード",0,,"",0,,"",-1,False
1.9,"",0,,"",0,,"",0,,"",-1,False
1.10,"",0,,"",0,,"",0,,"",-1,False
1.11,"",0,,"",0,,"",0,,"",-1,False
1.12,"",0,,"",0,,"",0,,"",-1,False
1.13,"",0,,"",0,,"",0,,"",-1,False
2.0,"鉄山闘気",3,"鉄山靠マスタリー","陰陽闘気",8,,"鉄山靠",8,,"陰陽闘気斬",1,False
2.1,"鉄山靠",3,"鉄山靠マスタリー","陰陽闘気斬",0,,"",0,,"",-1,False
2.2,"空鳴闘気",3,"空鳴拳マスタリー","万象闘気",8,,"空鳴拳",8,,"万象闘気圏",1,False
2.3,"空鳴拳",3,"空鳴拳マスタリー","万象闘気圏",0,,"",0,,"",-1,False
2.4,"必殺技",1,,"",0,,"",0,,"",-1,False
2.5,"",0,,"",0,,"",0,,"",-1,False
2.6,"壊神衝",3,"壊神衝マスタリー","壊神脚",0,,"",0,,"",-1,False
2.7,"金剛の極意",2,"金剛周天実行可","金剛周天",0,,"",0,,"",-1,False
2.8,"連撃",3,"象形拳","猿舞連撃",0,,"",0,,"",-1,False
2.9,"正拳突き",3,"象形拳","竜頷正拳撃",0,,"",0,,"",-1,False
2.10,"崩拳",3,"象形拳","虎襲崩拳",0,,"",0,,"",-1,False
2.11,"疾風の極意",2,"絶空拳実行可","絶空拳",0,,"",0,,"",1,False
2.12,"紅蓮の極意",2,"乾坤闘気弾実行可","乾坤闘気弾",0,,"",0,,"",1,False
2.13,"",0,,"",0,,"",0,,"",-1,False
2.14,"",0,,"",0,,"",0,,"",-1,False
3.0,"ディフェンダー",2,"ディフェンダー","ディフェンダー解除",0,,"",0,,"",-1,False
3.1,"原初の魂",3,"原初の魂マスタリー","フェルクリーヴ",4,"原初の混沌","インナーカオス",0,,"",-1,False
3.2,"バーサク",3,"バーサクマスタリー","原初の解放",2,"原初の激震実行可","原初の激震",0,,"",-1,False
3.3,"スチールサイクロン",3,"スチールサイクロンマスタリー","デシメート",4,"原初の混沌","カオティックサイクロン",0,,"",-1,False
3.4,"原初の直感",3,"原初の直感マスタリー","原初の血気",0,,"",0,,"",-1,False
3.5,"ヴェンジェンス",3,"ヴェンジェンスマスタリー","ダムネーション",0,,"",0,,"",-1,False
3.6,"プライマルレンド",2,"ルイネーター実行可","ルイネーター",0,,"",0,,"",-1,False
3.7,"",0,,"",0,,"",0,,"",-1,False
4.0,"ゲイルスコグル",8,,"ナーストレンド",0,,"",0,,"",1,False
4.1,"ジャンプ",3,"ジャンプマスタリー","ハイジャンプ",2,"ミラージュダイブ実行可","ミラージュダイブ",0,,"",1,False
4.2,"トゥルースラスト",2,"竜眼","竜眼雷電",0,,"",0,,"",-1,False
4.3,"ドゥームスパイク",7,"竜眼","竜眼蒼穹",0,,"",0,,"",-1,False
4.4,"フルスラスト",3,"ランスマスタリーII","ヘヴンスラスト",0,,"",0,,"",-1,False
4.5,"桜華狂咲",3,"ランスマスタリーII","桜華繚乱",0,,"",0,,"",-1,False
4.6,"ドラゴンダイブ",2,"ドラゴンライズ実行可","ドラゴンライズ",0,,"",0,,"",-1,False
4.7,"ボーパルスラスト",3,"ランスマスタリーIV","スラストラッシュ",0,,"",0,,"",-1,False
4.8,"ディセムボウル",3,"ランスマスタリーIV","スパイラルブロウ",0,,"",0,,"",-1,False
4.9,"スターダイバー",2,"スタークロッサー実行可","スタークロッサー",0,,"",0,,"",-1,False
4.10,"竜牙竜爪",9,,"雲蒸竜変",0,,"",0,,"",-1,False
4.11,"竜尾大車輪",9,,"雲蒸竜変",0,,"",0,,"",-1,False
4.12,"",0,,"",0,,"",0,,"",-1,False
4.13,"",0,,"",0,,"",0,,"",-1,False
4.14,"",0,,"",0,,"",0,,"",-1,False
4.15,"",0,,"",0,,"",0,,"",-1,False
4.16,"",0,,"",0,,"",0,,"",-1,False
4.17,"",0,,"",0,,"",0,,"",-1,False
5.0,"ストレートショット",3,"ストレートショットマスタリー","リフルジェントアロー",0,,"",0,,"",-1,False
5.1,"ヘヴィショット",3,"ヘヴィショットマスタリー","バーストショット",0,,"",0,,"",-1,False
5.2,"ベノムバイト",3,"バイトマスタリー","コースティックバイト",0,,"",0,,"",-1,False
5.3,"ウィンドバイト",3,"バイトマスタリー","ストームバイト",0,,"",0,,"",-1,False
5.4,"クイックノック",3,"クイックノックマスタリー","ラドンバイト",0,,"",0,,"",-1,False
5.5,"エイペックスアロー",2,"ブラストアロー実行可","ブラストアロー",0,,"",0,,"",-1,False
5.6,"旅神のメヌエット",8,,"ピッチパーフェクト",0,,"",0,,"",0,False
5.7,"ワイドボレー",3,"ワイドボレーマスタリー","シャドウバイト",0,,"",0,,"",-1,False
5.8,"ブラッドレッター",3,"ブラッドレッターマスタリー","ハートブレイクショット",0,,"",0,,"",-1,False
5.9,"乱れ撃ち",2,"レゾナンスアロー実行可","レゾナンスアロー",0,,"",0,,"",-1,False
5.10,"光神のフィナーレ",2,"光神のアンコール実行可","光神のアンコール",0,,"",0,,"",-1,False
6.0,"ストーン",1,,"",0,,"",0,,"",-1,False
6.1,"エアロ",3,"エアロマスタリー","エアロラ",3,"エアロマスタリーII","ディア",0,,"",-1,False
6.2,"ホーリー",3,"ホーリーマスタリー","ホーリガ",0,,"",0,,"",-1,False
6.3,"リタージー・オブ・ベル",2,"リタージー・オブ・ベル","リタージー・オブ・ベル",0,,"",0,,"",-1,False
6.4,"神速魔",2,"グレアジャ実行可","グレアジャ",0,,"",0,,"",1,False
6.5,"メディカラ",3,"メディカラマスタリー","メディガ",0,,"",0,,"",-1,False
6.6,"テンパランス",2,"ディヴァインカレス実行可","ディヴァインカレス",0,,"",0,,"",-1,False
6.7,"",0,,"",0,,"",0,,"",-1,False
6.8,"",0,,"",0,,"",0,,"",-1,False
6.9,"",0,,"",0,,"",0,,"",-1,False
6.10,"",0,,"",0,,"",0,,"",-1,False
7.0,"ファイア",8,,"パラドックス",0,,"",0,,"",-1,False
7.1,"ブリザド",8,,"パラドックス",0,,"",0,,"",-1,False
7.2,"ファイラ",3,"極性マスタリーIV","ハイファイラ",0,,"",0,,"",-1,False
7.3,"ブリザラ",3,"極性マスタリーIV","ハイブリザラ",0,,"",0,,"",-1,False
7.4,"サンダー",3,"サンダーマスタリー","サンダガ",3,"サンダーマスタリーIII","ハイサンダー",0,,"",-1,False
7.5,"サンダラ",3,"サンダーマスタリーII","サンダジャ",3,"サンダーマスタリーIII","ハイサンダラ",0,,"",-1,False
7.6,"黒魔紋",7,"黒魔紋","魔紋再設置",0,,"",0,,"",-1,False
7.7,"",0,,"",0,,"",0,,"",-1,False
7.8,"",0,,"",0,,"",0,,"",-1,False
7.9,"",0,,"",0,,"",0,,"",-1,False
8.0,"ルイン",1,,"",0,,"",0,,"",-1,False
8.1,"アウトバースト",1,,"",0,,"",0,,"",-1,False
8.2,"ジェムシャイン",1,,"",0,,"",0,,"",-1,False
8.3,"ジェムブリリアンス",1,,"",0,,"",0,,"",-1,False
8.4,"アストラルフロウ",1,,"",0,,"",0,,"",-1,False
8.5,"エーテルチャージ",1,,"",0,,"",0,,"",-1,False
8.6,"エンキンドル・バハムート",8,,"エンキンドル・フェニックス",8,,"エンキンドル・ソルバハムート",0,,"",-1,False
8.7,"サモン・ルビー",3,"サモン・ルビーマスタリー","サモン・イフリート",3,"エンキンドルII","サモン・イフリートII",0,,"",-1,False
8.8,"サモン・トパーズ",3,"サモン・トパーズマスタリー","サモン・タイタン",3,"エンキンドルII","サモン・タイタンII",0,,"",-1,False
8.9,"サモン・エメラルド",3,"サモン・エメラルドマスタリー","サモン・ガルーダ",3,"エンキンドルII","サモン・ガルーダII",0,,"",-1,False
8.10,"ミアズマバースト",3,"ミアズマバーストマスタリー","ミアズマノヴァ",0,,"",0,,"",-1,False
8.11,"シアリングライト",2,"シアリングスパーク実行可","シアリングスパーク",0,,"",0,,"",-1,False
9.0,"バイオ",3,"コラプションマスタリー","バイオラ",3,"コラプションマスタリーII","蠱毒法",0,,"",-1,False
9.1,"ルイン",1,,"",0,,"",0,,"",-1,False
9.2,"エーテルパクト",8,,"フェイユニオン解除",0,,"",0,,"",-1,False
9.3,"破陣法",3,"破陣法マスタリー","裂陣法",0,,"",0,,"",-1,False
9.4,"サモン・セラフィム",8,,"コンソレイション",0,,"",0,,"",-1,False
9.5,"連環計",2,"埋伏の毒実行可","埋伏の毒",0,,"",0,,"",-1,False
9.6,"士気高揚の策",3,"士気高揚の策マスタリー","意気軒昂の策",2,"セラフィズム","アクセッション",0,,"",-1,False
9.7,"応急戦術",2,"セラフィズム","応急戦術",0,,"",0,,"",-1,False
9.8,"鼓舞激励の策",2,"セラフィズム","マニフェステーション",0,,"",0,,"",-1,False
10.0,"天の印",1,,"",0,,"",0,,"",-1,False
10.1,"地の印",1,,"",0,,"",0,,"",-1,False
10.2,"人の印",1,,"",0,,"",0,,"",-1,False
10.3,"忍術",1,,"",0,,"",0,,"",-1,False
10.4,"終撃",3,"終撃皆伝","夢幻三段",0,,"",0,,"",-1,False
10.5,"分身の術",2,"残影鎌鼬実行可","残影鎌鼬",0,,"",0,,"",1,False
10.6,"ぶんどる",3,"ぶんどる皆伝","毒盛の術",0,,"",0,,"",-1,False
10.7,"だまし討ち",3,"だまし討ち皆伝","百雷銃",0,,"",0,,"",-1,False
10.8,"六道輪廻",4,,"是生滅法",0,,"",0,,"",-1,False
10.9,"口寄せの術・大蝦蟇",4,,"口寄せの術・蝦蟇仙",0,,"",0,,"",-1,False
10.10,"天地人",2,"天理人道実行可","天理人道",0,,"",0,,"",-1,False
11.0,"スプリットショット",3,"スプリットショットマスタリー","ヒートスプリットショット",0,,"",0,,"",-1,False
11.1,"スラッグショット",3,"スラッグショットマスタリー","ヒートスラッグショット",0,,"",0,,"",-1,False
11.2,"クリーンショット",3,"クリーンショットマスタリー","ヒートクリーンショット",0,,"",0,,"",-1,False
11.3,"ホットショット",3,"ホットショットマスタリー","エアアンカー",0,,"",0,,"",-1,False
11.4,"オートタレット・ルーク",3,"プロモーション","オートマトン・クイーン",0,,"",0,,"",-1,False
11.5,"オーバードライブ・ルーク",3,"プロモーション","オーバードライブ・クイーン",0,,"",0,,"",-1,False
11.6,"ワイルドファイア",2,"ワイルドファイア","デトネーター",0,,"",0,,"",-1,False
11.7,"スプレッドショット",3,"スプレッドショットマスタリー","スキャッターガン",0,,"",0,,"",-1,False
11.8,"ヒートブラスト",3,"ヒートブラストマスタリー","ブレイズショット",0,,"",0,,"",-1,False
11.9,"ガウスラウンド",3,"チャージアクションマスタリー","ダブルチェック",0,,"",0,,"",-1,False
11.10,"リコシェット",3,"チャージアクションマスタリー","チェックメイト",0,,"",0,,"",-1,False
11.11,"回転のこぎり",2,"エクスカベーター実行可","エクスカベーター",0,,"",0,,"",-1,False
11.12,"バレルヒーター",2,"フルメタルバースト実行可","フルメタルバースト",0,,"",0,,"",1,False
12.0,"グリットスタンス",2,"グリットスタンス","グリットスタンス解除",0,,"",0,,"",-1,False
12.1,"暗黒の波動",3,"暗黒マスタリー","漆黒の波動",0,,"",0,,"",-1,False
12.2,"暗黒の剣",3,"暗黒マスタリー","漆黒の剣",0,,"",0,,"",-1,False
12.3,"ソルトアース",7,"ソルトアース","ソルト・アンド・ダーク",0,,"",0,,"",-1,False
12.4,"ブラッドウェポン",3,"ブラッドウェポンマスタリー","ブラッドデリリアム",0,,"",0,,"",-1,False
12.5,"シャドウウォール",3,"シャドウウォールマスタリー","シャドウヴィジル",0,,"",0,,"",-1,False
12.6,"ブラッドスピラー",2,"ブラッドデリリアム","レッドデリリアム",4,"ブラッドデリリアム","カマパンス",4,"ブラッドデリリアム","トアクリーバー",-1,False
12.7,"クワイタス",2,"ブラッドデリリアム","インペイルメント",0,,"",0,,"",-1,False
12.8,"影身具現",2,"ディセスティーム実行可","ディセスティーム",0,,"",0,,"",1,False
13.0,"アストラルドロー",8,,"アンブラルドロー",0,,"",0,,"",-1,False
13.1,"プレイI",8,,"アーゼマの均衡",8,,"ハルオーネの槍",0,,"",-1,False
13.2,"プレイII",8,,"オシュオンの矢",8,,"世界樹の幹",0,,"",-1,False
13.3,"プレイIII",8,,"ビエルゴの塔",8,,"サリャクの水瓶",0,,"",-1,False
13.4,"マイナーアルカナ",8,,"クラウンロード",8,,"クラウンレディ",0,,"",-1,False
13.5,"コンバス",3,"コンバスマスタリー","コンバラ",3,"コンバスマスタリーII","コンバガ",0,,"",-1,False
13.6,"マレフィク",1,,"",0,,"",0,,"",-1,False
