key,0,1,2,3,4,5,6,7,8,9
#,Name,Icon,ClassJob,,Level,Quest,Value,ClassJobCategory,,
int32,str,Image,ClassJob,byte,byte,Quest,uint32,ClassJobCategory,byte,byte
0,"",0,False,0,0,0,0,0,0,0
1,"ＶＩＴアップ",0,False,0,0,0,0,0,0,0
2,"ＶＩＴアップII",0,False,0,0,0,0,0,0,0
3,"ＶＩＴアップIII",0,False,0,0,0,0,0,0,0
4,"ＶＩＴアップ",0,False,0,0,0,0,0,0,0
5,"ＶＩＴアップII",0,False,0,0,0,0,0,0,0
6,"ＶＩＴアップIII",0,False,0,0,0,0,0,0,0
7,"ＳＴＲアップ",0,False,0,0,0,0,0,0,0
8,"ＳＴＲアップII",0,False,0,0,0,0,0,0,0
9,"ＳＴＲアップIII",0,False,0,0,0,0,0,0,0
10,"疾風迅雷効果アップ",0,False,0,0,0,0,0,0,0
11,"疾風迅雷効果アップII",0,False,0,0,0,0,0,0,0
12,"ＳＴＲアップ",0,False,0,0,0,0,0,0,0
13,"ＳＴＲアップII",0,False,0,0,0,0,0,0,0
14,"ＳＴＲアップIII",0,False,0,0,0,0,0,0,0
15,"ＤＥＸアップ",0,False,0,0,0,0,0,0,0
16,"ＤＥＸアップII",0,False,0,0,0,0,0,0,0
17,"ヘヴィショット効果アップ",5321,False,5,50,2,0,0,50,0
18,"アクションダメージアップ",5302,False,5,50,20,0,10,50,0
19,"ＤＥＸアップIII",0,False,0,0,0,0,0,0,0
20,"アクションダメージアップII",5303,False,5,50,40,0,20,50,0
21,"ＭＮＤアップ",0,False,0,0,0,0,0,0,0
22,"ＭＮＤアップII",0,False,0,0,0,0,0,0,0
23,"アクションダメージ・回復量アップ",5185,False,6,53,20,0,10,53,0
24,"ＭＮＤアップIII",0,False,0,0,0,0,0,0,0
25,"ケアル効果アップ",5330,False,6,53,32,0,0,53,0
26,"アクションダメージ・回復量アップII",5186,False,6,53,40,0,30,53,0
27,"ＩＮＴアップ",0,False,0,0,0,0,0,0,0
28,"ＩＮＴアップII",0,False,0,0,0,0,0,0,0
29,"アクションダメージ・回復量アップ",5185,False,7,55,20,0,10,55,0
30,"ＩＮＴアップIII",0,False,0,0,0,0,0,0,0
31,"アクションダメージ・回復量アップII",5186,False,7,55,40,0,30,55,0
32,"ファイア効果アップ",5352,False,7,55,42,0,0,55,0
33,"サンダー系魔法効果アップ",5355,False,0,0,0,0,0,0,0
34,"オートトライアングレート",5451,False,17,18,2,0,0,18,0
35,"ステルス効果アップ",0,False,0,0,0,0,30,0,0
36,"ステルス効果アップII",0,False,0,0,0,0,40,0,0
37,"ステルス効果アップIII",0,False,0,0,0,0,50,0,0
38,"オートプロスペクト",5426,False,16,17,2,0,0,17,0
39,"ステルス効果アップ",0,False,0,0,0,0,30,0,0
40,"ステルス効果アップII",0,False,0,0,0,0,40,0,0
41,"ステルス効果アップIII",0,False,0,0,0,0,50,0,0
42,"ツリーウィスパラー",5455,False,17,18,11,0,0,18,0
43,"ツリーウィスパラーII",5456,False,17,18,16,0,0,18,0
44,"ツリーウィスパラーIII",5457,False,17,18,21,0,0,18,0
45,"ツリーウィスパラーIV",5458,False,17,18,26,0,0,18,0
46,"十二神の加護効果アップ",5459,False,17,18,41,0,0,18,0
47,"十二神の加護効果アップII",5460,False,17,18,50,0,0,18,0
48,"ストーンウィスパラー",5430,False,16,17,11,0,0,17,0
49,"ストーンウィスパラーII",5431,False,16,17,16,0,0,17,0
50,"ストーンウィスパラーIII",5432,False,16,17,21,0,0,17,0
51,"ストーンウィスパラーIV",5433,False,16,17,26,0,0,17,0
52,"十二神の加護効果アップ",5434,False,16,17,41,0,0,17,0
53,"十二神の加護効果アップII",5435,False,16,17,50,0,0,17,0
54,"砂海釣り",5483,False,18,19,35,0,0,19,0
55,"雲海釣り",5484,False,18,19,45,0,0,19,0
56,"ステルス効果アップ",0,False,0,0,0,0,30,0,0
