key,0,1,2,3,4,5,6,7,8,9,10,11
#,Image,FontColor,,,,UnlockCondition,,,,SortKey,Name,
int32,Image,byte,bool,bool,byte,BannerCondition,uint16,uint16,uint16,byte,uint16,str
0,0,0,True,True,0,0,0,0,0,0,0,"なし"
1,0,0,False,False,0,0,0,0,0,0,0,""
2,193002,1,True,True,0,1,0,0,0,1,1,"無地：ブラック"
3,193003,2,True,True,0,1,0,0,0,1,2,"無地：ホワイト"
4,193004,1,True,True,0,1,0,0,0,1,5,"無地：パープル"
5,193005,1,True,True,0,1,0,0,0,1,6,"グラデーション：TANK"
6,193006,1,True,True,0,1,0,0,0,1,8,"グラデーション：DPS"
7,193007,1,True,True,0,1,0,0,0,1,7,"グラデーション：HEALER"
8,193008,2,True,True,0,1,0,0,0,1,4,"無地：アイボリー"
9,193009,1,True,True,0,1,0,0,0,1,10,"半透明"
10,193010,2,True,True,0,1,0,0,0,1,3,"無地：ベージュ"
11,193011,2,True,True,0,1,0,0,0,1,9,"グラデーション：ピンク"
12,0,0,False,False,0,0,0,0,0,0,0,""
13,0,0,False,False,0,0,0,0,0,0,0,""
14,0,0,False,False,0,0,0,0,0,0,0,""
15,0,0,False,False,0,0,0,0,0,0,0,""
16,0,0,False,False,0,0,0,0,0,0,0,""
17,0,0,False,False,0,0,0,0,0,0,0,""
18,0,0,False,False,0,0,0,0,0,0,0,""
19,0,0,False,False,0,0,0,0,0,0,0,""
20,0,0,False,False,0,0,0,0,0,0,0,""
21,0,0,False,False,0,0,0,0,0,0,0,""
22,0,0,False,False,0,0,0,0,0,0,0,""
23,0,0,False,False,0,0,0,0,0,0,0,""
24,0,0,False,False,0,0,0,0,0,0,0,""
25,0,0,False,False,0,0,0,0,0,0,0,""
26,0,0,False,False,0,0,0,0,0,0,0,""
27,0,0,False,False,0,0,0,0,0,0,0,""
28,0,0,False,False,0,0,0,0,0,0,0,""
29,0,0,False,False,0,0,0,0,0,0,0,""
30,0,0,False,False,0,0,0,0,0,0,0,""
31,0,0,False,False,0,0,0,0,0,0,0,""
32,0,0,False,False,0,0,0,0,0,0,0,""
33,0,0,False,False,0,0,0,0,0,0,0,""
34,0,0,False,False,0,0,0,0,0,0,0,""
35,0,0,False,False,0,0,0,0,0,0,0,""
36,0,0,False,False,0,0,0,0,0,0,0,""
37,0,0,False,False,0,0,0,0,0,0,0,""
38,0,0,False,False,0,0,0,0,0,0,0,""
39,0,0,False,False,0,0,0,0,0,0,0,""
40,0,0,False,False,0,0,0,0,0,0,0,""
41,0,0,False,False,0,0,0,0,0,0,0,""
42,0,0,False,False,0,0,0,0,0,0,0,""
43,0,0,False,False,0,0,0,0,0,0,0,""
44,0,0,False,False,0,0,0,0,0,0,0,""
45,0,0,False,False,0,0,0,0,0,0,0,""
46,0,0,False,False,0,0,0,0,0,0,0,""
47,0,0,False,False,0,0,0,0,0,0,0,""
48,0,0,False,False,0,0,0,0,0,0,0,""
49,0,0,False,False,0,0,0,0,0,0,0,""
50,0,0,False,False,0,0,0,0,0,0,0,""
51,0,0,False,False,0,0,0,0,0,0,0,""
52,193901,1,True,True,0,154,0,0,0,7,4000,"コンパニオン特典1"
53,193902,1,True,True,0,155,0,0,0,7,4001,"コンパニオン特典2"
54,193701,1,True,True,0,319,0,0,0,4,2500,"絶バハムート討滅戦"
55,193702,1,True,True,0,320,0,0,0,4,2501,"絶アルテマウェポン破壊作戦"
56,193703,2,True,True,0,321,0,0,0,4,2502,"絶アレキサンダー討滅戦"
57,193704,1,True,True,0,322,0,0,0,4,2503,"絶竜詩戦争"
58,193966,1,True,True,0,344,0,0,0,3,2315,"友好部族クエスト：オミクロン族"
59,193012,1,True,True,0,1,0,0,0,1,11,"コーヒーブレイク"
60,193013,1,True,True,0,1,0,0,0,1,12,"幾何学模様：サークル"
61,193014,1,True,True,0,347,0,0,0,7,13,"ミュージック"
62,193015,1,True,True,0,1,0,0,0,1,14,"東方風"
63,193962,1,True,True,0,429,0,0,0,3,2311,"友好部族クエスト：ピクシー族"
64,193963,1,True,True,0,430,0,0,0,3,2312,"友好部族クエスト：キタリ族"
65,193964,1,True,True,0,431,0,0,0,3,2313,"友好部族クエスト：ドワーフ族"
66,193965,1,True,True,0,432,0,0,0,3,2314,"友好部族クエスト：アルカソーダラ族"
67,193967,1,True,True,0,433,0,0,0,3,2316,"友好部族クエスト：レポリット族"
68,193705,1,True,True,0,434,0,0,0,4,2504,"絶オメガ検証戦"
69,193710,1,True,True,0,465,0,0,0,4,2358,"ディープダンジョン：オルト・エウレカ1"
70,193711,1,True,True,0,466,0,0,0,4,2359,"ディープダンジョン：オルト・エウレカ2"
71,193712,2,True,True,0,467,0,0,0,3,2251,"クロニクルクエスト：四聖獣奇譚"
72,193713,2,True,True,0,468,0,0,0,8,2340,"無人島開拓1"
73,193714,1,True,True,0,469,0,0,0,8,2341,"無人島開拓2"
74,193960,1,True,True,0,524,0,0,0,3,2308,"友好部族クエスト：コウジン族"
75,193959,1,True,True,0,525,0,0,0,3,2309,"友好部族クエスト：アナンタ族"
76,193961,1,True,True,0,526,0,0,0,3,2310,"友好部族クエスト：ナマズオ族"
77,193715,1,True,True,0,527,0,0,0,3,2250,"時代の終焉"
78,193716,1,True,True,0,523,0,0,0,7,3950,"10周年記念"
79,193717,1,True,True,0,529,0,0,0,8,2345,"世界を釣る者"
80,193718,1,True,True,0,530,0,0,0,8,2346,"太公望への道"
81,193719,1,True,True,0,531,0,0,0,8,2350,"月下の雀士"
82,193956,1,True,True,0,567,0,0,0,3,2305,"友好部族クエスト：バヌバヌ族"
83,193957,1,True,True,0,568,0,0,0,3,2306,"友好部族クエスト：グナース族"
84,193958,1,True,True,0,569,0,0,0,3,2307,"友好部族クエスト：モーグリ族"
85,193723,2,True,True,0,572,0,0,0,3,2252,"ミソロジー・オブ・エオルゼア：ハルオーネ"
86,193724,2,True,True,0,572,0,0,0,3,2253,"ミソロジー・オブ・エオルゼア：メネフィナ"
87,193725,2,True,True,0,572,0,0,0,3,2254,"ミソロジー・オブ・エオルゼア：サリャク"
88,193726,2,True,True,0,572,0,0,0,3,2255,"ミソロジー・オブ・エオルゼア：ニメーヤ"
89,193727,2,True,True,0,572,0,0,0,3,2256,"ミソロジー・オブ・エオルゼア：リムレーン"
90,193728,2,True,True,0,572,0,0,0,3,2257,"ミソロジー・オブ・エオルゼア：オシュオン"
91,193729,2,True,True,0,572,0,0,0,3,2258,"ミソロジー・オブ・エオルゼア：ビエルゴ"
92,193730,2,True,True,0,572,0,0,0,3,2259,"ミソロジー・オブ・エオルゼア：ラールガー"
93,193731,2,True,True,0,572,0,0,0,3,2260,"ミソロジー・オブ・エオルゼア：アーゼマ"
94,193732,2,True,True,0,572,0,0,0,3,2261,"ミソロジー・オブ・エオルゼア：ナルザル"
95,193733,2,True,True,0,572,0,0,0,3,2262,"ミソロジー・オブ・エオルゼア：ノフィカ"
96,193734,2,True,True,0,572,0,0,0,3,2263,"ミソロジー・オブ・エオルゼア：アルジク"
97,193722,1,True,True,0,573,0,0,0,3,2242,"タタルの大繁盛商店"
98,193720,2,True,True,0,570,0,0,0,8,2351,"クロの空想帳"
99,193721,1,True,True,0,571,0,0,0,8,2352,"ソーチョーの幻想盤"
100,193735,1,True,True,0,575,0,0,0,7,3951,"ブランダーヴィル1"
101,193736,1,True,True,0,576,0,0,0,7,3952,"ブランダーヴィル2"
102,193737,1,True,True,0,577,0,0,0,7,3953,"ブランダーヴィル3"
103,193738,1,True,True,0,607,0,0,0,7,3954,"妖怪ウォッチ ぷにぷに"
104,193954,1,True,True,0,694,0,0,0,3,2302,"友好部族クエスト：コボルド族"
105,193952,1,True,True,0,695,0,0,0,3,2301,"友好部族クエスト：シルフ族"
106,193951,1,True,True,0,696,0,0,0,3,2300,"友好部族クエスト：アマルジャ族"
107,193955,1,True,True,0,697,0,0,0,3,2303,"友好部族クエスト：サハギン族"
108,193953,1,True,True,0,698,0,0,0,3,2304,"友好部族クエスト：イクサル族"
109,193662,1,True,True,0,701,0,0,0,9,1036,"トライヨラ1"
110,193663,1,True,True,0,702,0,0,0,9,1037,"トライヨラ2"
111,193664,1,True,True,0,699,0,0,0,9,1038,"ソリューション・ナイン1"
112,193665,2,True,True,0,700,0,0,0,9,1039,"ソリューション・ナイン2"
113,193968,1,True,True,0,767,0,0,0,3,2317,"友好部族クエスト：ペルペル族"
114,193654,2,True,True,0,768,0,0,0,9,1020,"イシュガルド1"
115,193672,1,True,True,0,769,0,0,0,9,1021,"イシュガルド2"
116,193655,2,True,True,0,770,0,0,0,9,1022,"イディルシャイア1"
117,193673,1,True,True,0,771,0,0,0,9,1023,"イディルシャイア2"
118,193656,1,True,True,0,772,0,0,0,9,1024,"クガネ1"
119,193668,2,True,True,0,773,0,0,0,9,1025,"クガネ2"
120,193657,1,True,True,0,774,0,0,0,9,1026,"ラールガーズリーチ1"
121,193669,2,True,True,0,775,0,0,0,9,1027,"ラールガーズリーチ2"
122,193658,2,True,True,0,776,0,0,0,9,1028,"クリスタリウム1"
123,193670,1,True,True,0,777,0,0,0,9,1029,"クリスタリウム2"
124,193659,1,True,True,0,778,0,0,0,9,1030,"ユールモア1"
125,193671,1,True,True,0,779,0,0,0,9,1031,"ユールモア2"
126,193660,1,True,True,0,780,0,0,0,9,1032,"オールド・シャーレアン1"
127,193666,2,True,True,0,781,0,0,0,9,1033,"オールド・シャーレアン2"
128,193661,1,True,True,0,782,0,0,0,9,1034,"ラザハン1"
129,193667,1,True,True,0,783,0,0,0,9,1035,"ラザハン2"
130,193739,2,True,True,0,872,0,0,0,4,2505,"絶もうひとつの未来"
131,193969,1,True,True,0,873,0,0,0,3,2318,"友好部族クエスト：マムージャ族"
132,193706,1,True,True,0,874,0,0,0,4,2354,"ディープダンジョン：死者の宮殿1"
133,193707,2,True,True,0,875,0,0,0,4,2355,"ディープダンジョン：死者の宮殿2"
134,193708,1,True,True,0,876,0,0,0,4,2356,"ディープダンジョン：アメノミハシラ1"
135,193709,1,True,True,0,877,0,0,0,4,2357,"ディープダンジョン：アメノミハシラ2"
136,193740,1,True,True,0,879,0,0,0,4,2403,"蜃気楼の島 クレセントアイル "
137,193741,1,True,True,0,878,0,0,0,8,2343,"コスモエクスプローラー1"
138,193742,1,True,True,0,943,0,0,0,7,3955,"Monster Hunter Wilds1"
139,193743,2,True,True,0,944,0,0,0,7,3956,"Monster Hunter Wilds2"
140,193970,1,True,True,0,938,0,0,0,3,2319,"友好部族クエスト：ヨカフイ族"
141,193744,1,True,True,0,941,0,0,0,4,2401,"ディープダンジョン：ピルグリム・トラバース1"
142,193745,1,True,True,0,942,0,0,0,4,2402,"ディープダンジョン：ピルグリム・トラバース2"
143,193746,1,True,True,0,940,0,0,0,8,2344,"コスモエクスプローラー2"
144,193747,2,True,True,0,939,0,0,0,8,2342,"無人島開拓3"
145,0,0,False,False,0,0,0,0,0,0,0,""
146,0,0,False,False,0,0,0,0,0,0,0,""
147,0,0,False,False,0,0,0,0,0,0,0,""
148,0,0,False,False,0,0,0,0,0,0,0,""
149,0,0,False,False,0,0,0,0,0,0,0,""
150,0,0,False,False,0,0,0,0,0,0,0,""
