key,0,1,2,3
#,X,Y,Expansion,TelepoRelay
int32,uint16,uint16,uint16,TelepoRelay
1,0,0,0,"TelepoRelay#0"
2,0,0,0,"TelepoRelay#0"
3,0,0,0,"TelepoRelay#0"
4,0,0,0,"TelepoRelay#0"
5,0,0,0,"TelepoRelay#0"
6,0,0,0,"TelepoRelay#0"
7,0,0,0,"TelepoRelay#0"
8,0,0,0,"TelepoRelay#0"
9,0,0,0,"TelepoRelay#0"
10,0,0,0,"TelepoRelay#0"
11,0,0,0,"TelepoRelay#0"
12,0,0,0,"TelepoRelay#0"
13,0,0,0,"TelepoRelay#0"
14,0,0,0,"TelepoRelay#0"
15,0,0,0,"TelepoRelay#0"
16,0,0,0,"TelepoRelay#0"
17,0,0,0,"TelepoRelay#0"
18,0,0,0,"TelepoRelay#0"
19,0,0,0,"TelepoRelay#0"
20,0,0,0,"TelepoRelay#0"
21,0,0,0,"TelepoRelay#0"
22,0,0,0,"TelepoRelay#0"
24,0,0,0,"TelepoRelay#0"
25,0,0,0,"TelepoRelay#0"
26,0,0,0,"TelepoRelay#0"
27,0,0,0,"TelepoRelay#0"
28,0,0,0,"TelepoRelay#0"
29,0,0,0,"TelepoRelay#0"
30,0,0,0,"TelepoRelay#0"
31,0,0,0,"TelepoRelay#0"
128,9924,8856,200,"TelepoRelay#0"
129,9924,8856,200,"TelepoRelay#0"
130,11540,9608,200,"TelepoRelay#0"
131,11540,9608,200,"TelepoRelay#0"
132,12212,7646,200,"TelepoRelay#0"
133,12212,7646,200,"TelepoRelay#0"
134,9974,8632,200,"TelepoRelay#0"
135,10214,8914,200,"TelepoRelay#0"
136,9924,8856,200,"TelepoRelay#0"
137,10392,8516,200,"TelepoRelay#0"
138,9824,8384,200,"TelepoRelay#0"
139,10160,8278,200,"TelepoRelay#0"
140,11228,9564,200,"TelepoRelay#0"
141,11460,9144,200,"TelepoRelay#0"
142,0,0,0,"TelepoRelay#0"
143,0,0,0,"TelepoRelay#0"
144,11550,9972,200,"TelepoRelay#0"
145,12120,8914,200,"TelepoRelay#0"
146,11706,9798,200,"TelepoRelay#0"
147,11486,8698,200,"TelepoRelay#0"
148,12252,7936,200,"TelepoRelay#0"
149,0,0,0,"TelepoRelay#0"
150,0,0,0,"TelepoRelay#0"
151,0,0,0,"TelepoRelay#0"
152,12628,7794,200,"TelepoRelay#0"
153,12056,8234,200,"TelepoRelay#0"
154,11814,7702,200,"TelepoRelay#0"
155,11274,7792,200,"TelepoRelay#0"
156,11376,8388,200,"TelepoRelay#0"
157,0,0,0,"TelepoRelay#0"
158,0,0,0,"TelepoRelay#0"
159,0,0,0,"TelepoRelay#0"
160,0,0,0,"TelepoRelay#0"
161,0,0,0,"TelepoRelay#0"
162,0,0,0,"TelepoRelay#0"
163,0,0,0,"TelepoRelay#0"
164,0,0,0,"TelepoRelay#0"
166,0,0,0,"TelepoRelay#0"
167,0,0,0,"TelepoRelay#0"
168,0,0,0,"TelepoRelay#0"
169,0,0,0,"TelepoRelay#0"
170,0,0,0,"TelepoRelay#0"
171,0,0,0,"TelepoRelay#0"
172,0,0,0,"TelepoRelay#0"
174,0,0,0,"TelepoRelay#0"
175,0,0,0,"TelepoRelay#0"
176,0,0,200,"TelepoRelay#0"
177,9924,8856,200,"TelepoRelay#0"
178,11540,9608,200,"TelepoRelay#0"
179,12212,7646,200,"TelepoRelay#0"
180,10294,8126,200,"TelepoRelay#0"
181,9924,8856,200,"TelepoRelay#0"
182,11540,9608,200,"TelepoRelay#0"
183,12212,7646,200,"TelepoRelay#0"
184,0,0,0,"TelepoRelay#0"
185,0,0,0,"TelepoRelay#0"
186,0,0,0,"TelepoRelay#0"
187,0,0,0,"TelepoRelay#0"
188,0,0,0,"TelepoRelay#0"
189,0,0,0,"TelepoRelay#0"
190,0,0,0,"TelepoRelay#0"
191,0,0,0,"TelepoRelay#0"
192,0,0,0,"TelepoRelay#0"
193,0,0,0,"TelepoRelay#0"
194,0,0,0,"TelepoRelay#0"
195,0,0,0,"TelepoRelay#0"
196,0,0,0,"TelepoRelay#0"
197,0,0,0,"TelepoRelay#0"
198,9924,8856,200,"TelepoRelay#0"
199,0,0,0,"TelepoRelay#0"
200,0,0,0,"TelepoRelay#0"
201,0,0,0,"TelepoRelay#0"
202,0,0,0,"TelepoRelay#0"
203,0,0,0,"TelepoRelay#0"
204,12212,7646,200,"TelepoRelay#0"
205,12212,7646,200,"TelepoRelay#0"
206,0,0,0,"TelepoRelay#0"
207,0,0,0,"TelepoRelay#0"
208,0,0,0,"TelepoRelay#0"
209,0,0,0,"TelepoRelay#0"
210,11540,9608,200,"TelepoRelay#0"
211,0,0,0,"TelepoRelay#0"
212,11228,9564,200,"TelepoRelay#0"
213,0,0,0,"TelepoRelay#0"
214,0,0,0,"TelepoRelay#0"
