key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
#,ContentType,Content[0],Content[1],Score[0],Score[1],Score[2],Score[3],Score[4],Score[5],RewardCount[0],RewardCount[1],RewardCount[2],RewardCount[3],RewardCount[4]
int32,CSBonusContentType,CSBonusContentIdentifier,CSBonusContentIdentifier,uint16,int32,int32,int32,int32,int32,byte,byte,byte,byte,byte
0,"","","",0,-1,-1,-1,-1,-1,0,0,0,0,0
1,"ダンジョン","InstanceContent#9","",0,-1,-1,-1,-1,-1,3,0,0,0,0
2,"ダンジョン","InstanceContent#12","",0,-1,-1,-1,-1,-1,3,0,0,0,0
3,"ダンジョン","InstanceContent#13","",0,-1,-1,-1,-1,-1,3,0,0,0,0
4,"ダンジョン","InstanceContent#25","",0,-1,-1,-1,-1,-1,4,0,0,0,0
5,"ダンジョン","InstanceContent#28","",0,-1,-1,-1,-1,-1,4,0,0,0,0
6,"ダンジョン","InstanceContent#26","",0,-1,-1,-1,-1,-1,4,0,0,0,0
7,"ダンジョン","InstanceContent#30","",0,-1,-1,-1,-1,-1,4,0,0,0,0
8,"ダンジョン","InstanceContent#38","",0,-1,-1,-1,-1,-1,4,0,0,0,0
9,"ダンジョン","InstanceContent#56","",0,-1,-1,-1,-1,-1,4,0,0,0,0
10,"ダンジョン","InstanceContent#59","",0,-1,-1,-1,-1,-1,4,0,0,0,0
11,"ダンジョン","InstanceContent#67","",0,-1,-1,-1,-1,-1,4,0,0,0,0
12,"ダンジョン","InstanceContent#84","",0,-1,-1,-1,-1,-1,4,0,0,0,0
13,"レイド","InstanceContent#30001","",0,-1,-1,-1,-1,-1,3,0,0,0,0
14,"レイド","InstanceContent#30011","",0,-1,-1,-1,-1,-1,3,0,0,0,0
15,"レイド","InstanceContent#30020","",0,-1,-1,-1,-1,-1,3,0,0,0,0
16,"レイド","InstanceContent#30058","",0,-1,-1,-1,-1,-1,5,0,0,0,0
17,"レイド","InstanceContent#30068","",0,-1,-1,-1,-1,-1,6,0,0,0,0
18,"レイド","InstanceContent#30077","",0,-1,-1,-1,-1,-1,7,0,0,0,0
19,"レイド","InstanceContent#30049","",0,-1,-1,-1,-1,-1,2,0,0,0,0
20,"レイド","InstanceContent#30050","",0,-1,-1,-1,-1,-1,2,0,0,0,0
21,"レイド","InstanceContent#30051","",0,-1,-1,-1,-1,-1,2,0,0,0,0
22,"レイド","InstanceContent#30052","",0,-1,-1,-1,-1,-1,2,0,0,0,0
23,"レイド","InstanceContent#30059","",0,-1,-1,-1,-1,-1,2,0,0,0,0
24,"レイド","InstanceContent#30060","",0,-1,-1,-1,-1,-1,2,0,0,0,0
25,"レイド","InstanceContent#30061","",0,-1,-1,-1,-1,-1,2,0,0,0,0
26,"レイド","InstanceContent#30062","",0,-1,-1,-1,-1,-1,2,0,0,0,0
27,"レイド","InstanceContent#30069","",0,-1,-1,-1,-1,-1,2,0,0,0,0
28,"レイド","InstanceContent#30070","",0,-1,-1,-1,-1,-1,2,0,0,0,0
29,"レイド","InstanceContent#30071","",0,-1,-1,-1,-1,-1,2,0,0,0,0
30,"レイド","InstanceContent#30072","",0,-1,-1,-1,-1,-1,2,0,0,0,0
31,"レイド","InstanceContent#30078","",0,-1,-1,-1,-1,-1,2,0,0,0,0
32,"レイド","InstanceContent#30082","",0,-1,-1,-1,-1,-1,2,0,0,0,0
33,"レイド","InstanceContent#30080","",0,-1,-1,-1,-1,-1,2,0,0,0,0
34,"レイド","InstanceContent#30084","",0,-1,-1,-1,-1,-1,2,0,0,0,0
35,"レイド","InstanceContent#30088","",0,-1,-1,-1,-1,-1,2,0,0,0,0
36,"レイド","InstanceContent#30090","",0,-1,-1,-1,-1,-1,2,0,0,0,0
37,"レイド","InstanceContent#30092","",0,-1,-1,-1,-1,-1,2,0,0,0,0
38,"レイド","InstanceContent#30094","",0,-1,-1,-1,-1,-1,2,0,0,0,0
39,"レイド","InstanceContent#30097","",0,-1,-1,-1,-1,-1,2,0,0,0,0
40,"レイド","InstanceContent#30099","",0,-1,-1,-1,-1,-1,2,0,0,0,0
41,"レイド","InstanceContent#30101","",0,-1,-1,-1,-1,-1,2,0,0,0,0
42,"レイド","InstanceContent#30103","",0,-1,-1,-1,-1,-1,2,0,0,0,0
43,"討伐・討滅戦","InstanceContent#20037","",0,-1,-1,-1,-1,-1,2,0,0,0,0
44,"討伐・討滅戦","InstanceContent#20041","",0,-1,-1,-1,-1,-1,2,0,0,0,0
45,"討伐・討滅戦","InstanceContent#20043","",0,-1,-1,-1,-1,-1,2,0,0,0,0
46,"討伐・討滅戦","InstanceContent#20051","",0,-1,-1,-1,-1,-1,2,0,0,0,0
47,"討伐・討滅戦","InstanceContent#20057","",0,-1,-1,-1,-1,-1,2,0,0,0,0
48,"討伐・討滅戦","InstanceContent#20060","",0,-1,-1,-1,-1,-1,2,0,0,0,0
49,"ダンジョン","InstanceContent#15","",0,-1,-1,-1,-1,-1,4,0,0,0,0
50,"ダンジョン","InstanceContent#86","",0,-1,-1,-1,-1,-1,7,0,0,0,0
51,"討伐・討滅戦","InstanceContent#20082","",0,-1,-1,-1,-1,-1,3,0,0,0,0
52,"PvP","InstanceContent#50001","",0,3,2,1,-1,-1,5,3,3,0,0
53,"PvP","InstanceContent#50004","",0,3,2,1,-1,-1,5,3,3,0,0
54,"PvP","InstanceContent#50005","",0,3,2,1,-1,-1,5,3,3,0,0
55,"PvP","InstanceContent#50006","",0,3,2,1,-1,-1,5,3,3,0,0
56,"PvP","InstanceContent#51002","",0,3,2,1,-1,-1,5,3,3,0,0
57,"ダンジョン","InstanceContent#9","",0,1,-1,-1,-1,-1,20,0,0,0,0
58,"ダンジョン","InstanceContent#12","",0,1,-1,-1,-1,-1,20,0,0,0,0
59,"ダンジョン","InstanceContent#13","",0,1,-1,-1,-1,-1,20,0,0,0,0
60,"ダンジョン","InstanceContent#25","",0,1,-1,-1,-1,-1,20,0,0,0,0
61,"ダンジョン","InstanceContent#28","",0,1,-1,-1,-1,-1,20,0,0,0,0
62,"ダンジョン","InstanceContent#26","",0,1,-1,-1,-1,-1,20,0,0,0,0
63,"ダンジョン","InstanceContent#30","",0,1,-1,-1,-1,-1,20,0,0,0,0
64,"ダンジョン","InstanceContent#38","",0,1,-1,-1,-1,-1,20,0,0,0,0
65,"ダンジョン","InstanceContent#56","",0,1,-1,-1,-1,-1,20,0,0,0,0
66,"ダンジョン","InstanceContent#59","",0,1,-1,-1,-1,-1,20,0,0,0,0
67,"ダンジョン","InstanceContent#67","",0,1,-1,-1,-1,-1,20,0,0,0,0
68,"ダンジョン","InstanceContent#84","",0,1,-1,-1,-1,-1,20,0,0,0,0
69,"レイド","InstanceContent#30001","",0,1,-1,-1,-1,-1,20,0,0,0,0
70,"レイド","InstanceContent#30011","",0,1,-1,-1,-1,-1,20,0,0,0,0
71,"レイド","InstanceContent#30020","",0,1,-1,-1,-1,-1,20,0,0,0,0
72,"レイド","InstanceContent#30058","",0,1,-1,-1,-1,-1,20,0,0,0,0
73,"レイド","InstanceContent#30068","",0,1,-1,-1,-1,-1,20,0,0,0,0
74,"レイド","InstanceContent#30077","",0,1,-1,-1,-1,-1,20,0,0,0,0
75,"レイド","InstanceContent#30049","",0,1,-1,-1,-1,-1,20,0,0,0,0
76,"レイド","InstanceContent#30050","",0,1,-1,-1,-1,-1,20,0,0,0,0
77,"レイド","InstanceContent#30051","",0,1,-1,-1,-1,-1,20,0,0,0,0
78,"レイド","InstanceContent#30052","",0,1,-1,-1,-1,-1,20,0,0,0,0
79,"レイド","InstanceContent#30059","",0,1,-1,-1,-1,-1,20,0,0,0,0
80,"レイド","InstanceContent#30060","",0,1,-1,-1,-1,-1,20,0,0,0,0
81,"レイド","InstanceContent#30061","",0,1,-1,-1,-1,-1,20,0,0,0,0
82,"レイド","InstanceContent#30062","",0,1,-1,-1,-1,-1,20,0,0,0,0
83,"レイド","InstanceContent#30069","",0,1,-1,-1,-1,-1,20,0,0,0,0
84,"レイド","InstanceContent#30070","",0,1,-1,-1,-1,-1,20,0,0,0,0
85,"レイド","InstanceContent#30071","",0,1,-1,-1,-1,-1,20,0,0,0,0
86,"レイド","InstanceContent#30072","",0,1,-1,-1,-1,-1,20,0,0,0,0
87,"レイド","InstanceContent#30078","",0,1,-1,-1,-1,-1,20,0,0,0,0
88,"レイド","InstanceContent#30082","",0,1,-1,-1,-1,-1,20,0,0,0,0
89,"レイド","InstanceContent#30080","",0,1,-1,-1,-1,-1,20,0,0,0,0
90,"レイド","InstanceContent#30084","",0,1,-1,-1,-1,-1,20,0,0,0,0
91,"レイド","InstanceContent#30088","",0,1,-1,-1,-1,-1,20,0,0,0,0
92,"レイド","InstanceContent#30090","",0,1,-1,-1,-1,-1,20,0,0,0,0
93,"レイド","InstanceContent#30092","",0,1,-1,-1,-1,-1,20,0,0,0,0
94,"レイド","InstanceContent#30094","",0,1,-1,-1,-1,-1,20,0,0,0,0
95,"レイド","InstanceContent#30097","",0,1,-1,-1,-1,-1,20,0,0,0,0
96,"レイド","InstanceContent#30099","",0,1,-1,-1,-1,-1,20,0,0,0,0
97,"レイド","InstanceContent#30101","",0,1,-1,-1,-1,-1,20,0,0,0,0
98,"レイド","InstanceContent#30103","",0,1,-1,-1,-1,-1,20,0,0,0,0
99,"討伐・討滅戦","InstanceContent#20037","",0,1,-1,-1,-1,-1,20,0,0,0,0
100,"討伐・討滅戦","InstanceContent#20041","",0,1,-1,-1,-1,-1,20,0,0,0,0
101,"討伐・討滅戦","InstanceContent#20043","",0,1,-1,-1,-1,-1,20,0,0,0,0
102,"討伐・討滅戦","InstanceContent#20051","",0,1,-1,-1,-1,-1,20,0,0,0,0
103,"討伐・討滅戦","InstanceContent#20057","",0,1,-1,-1,-1,-1,20,0,0,0,0
104,"討伐・討滅戦","InstanceContent#20060","",0,1,-1,-1,-1,-1,20,0,0,0,0
105,"ダンジョン","InstanceContent#15","",0,1,-1,-1,-1,-1,20,0,0,0,0
106,"ダンジョン","InstanceContent#86","",0,1,-1,-1,-1,-1,20,0,0,0,0
107,"討伐・討滅戦","InstanceContent#20082","",0,1,-1,-1,-1,-1,20,0,0,0,0
108,"PvP","InstanceContent#51002","",0,1,-1,-1,-1,-1,20,0,0,0,0
109,"G.A.T.E.","GoldSaucerContent#1","",0,3000,100,-1,-1,-1,3,1,0,0,0
110,"G.A.T.E.","GoldSaucerContent#7","",0,4000,1500,0,-1,-1,4,3,1,0,0
111,"G.A.T.E.","GoldSaucerContent#6","",0,4000,2000,0,-1,-1,4,3,1,0,0
112,"G.A.T.E.","GoldSaucerContent#5","",0,7500,1600,0,-1,-1,8,3,1,0,0
113,"G.A.T.E.","GoldSaucerContent#8","",0,10000,8000,5000,1000,0,10,8,5,3,1
114,"オーシャンフィッシング","","",0,8000,5000,2000,-1,-1,10,8,5,0,0
115,"オーシャンフィッシング","","",8000,1,-1,-1,-1,-1,50,0,0,0,0
116,"ディープダンジョン","InstanceContent#60010","",0,1,-1,-1,-1,-1,50,0,0,0,0
