key,0,1,2,3,4,5,6,7,8,9
#,,Image,GridText,,,,,Text,,
int32,int32,Image,str,int32,uint32,byte,byte,uint32,int32,str
0,0,0,"",0,0,0,10,0,0,"未設定"
1,3,0,"",12,0,2,10,0,0,"★ ピクチャーフレーム"
2,3,0,"",22,0,4,10,0,0,"★ インスタント"
3,3,0,"",32,0,6,10,0,0,"★ シネマ"
4,3,0,"",18,0,100,10,0,0,"★ 浮世絵"
5,3,0,"",30,0,101,10,0,0,"★ 上下飾り1"
6,3,0,"",31,0,102,10,0,0,"★ 上下飾り2"
7,3,0,"",29,0,103,10,0,0,"★ ウォールフレーム"
8,3,0,"",13,0,104,10,0,0,"★ ちぎり"
9,0,0,"",0,0,0,0,0,0,""
10,0,0,"",0,0,0,0,0,0,""
11,0,0,"",0,0,0,0,0,0,""
12,0,0,"",0,0,0,0,0,0,""
13,0,0,"",0,0,0,0,0,0,""
14,0,0,"",0,0,0,0,0,0,""
15,0,0,"",0,0,0,0,0,0,""
16,0,0,"",0,0,0,0,0,0,""
17,1,230001,"",0,0,10,10,0,0,"◆ シンプル1"
18,1,230002,"",0,255,50,10,0,0,"◆ ジャーナル"
19,1,230003,"",0,255,51,10,0,0,"◆ エターナルバンド"
20,1,230004,"",0,255,52,10,0,0,"◆ モブハント1"
21,2,0,"GroupPoseFrame9grid001",0,255,1,10,0,0,"◆ ピクチャーフレーム"
22,2,0,"GroupPoseFrame9grid002",0,255,3,10,0,0,"◆ インスタント"
23,2,0,"GroupPoseFrame9grid003",0,255,5,10,0,0,"◆ シネマ"
24,1,230005,"",0,255,53,10,0,0,"◆ モブハント2"
25,1,230006,"",0,2069202175,54,10,0,0,"◆ トリプルトライアドカード1"
26,1,230007,"",0,2069202175,55,10,0,0,"◆ トリプルトライアドカード2"
27,1,230008,"",0,255,11,10,0,0,"◆ シンプル2"
28,1,230011,"",0,255,56,10,0,0,"◆ ロミンサン・インナーウォール"
29,1,230009,"",0,255,57,10,0,0,"◆ グリダニアン・インナーウォール"
30,1,230010,"",0,255,58,10,0,0,"◆ ウルダハン・インナーウォール"
31,1,231009,"",0,255,180,10,0,120,"◆ <Gui(112)/>ファンフェス特製フレーム1"
32,1,231010,"",0,255,181,10,0,120,"◆ <Gui(112)/>ファンフェス特製フレーム2"
33,1,231011,"",0,255,182,10,0,120,"◆ <Gui(112)/>ファンフェス特製フレーム3"
34,1,231012,"",0,255,183,10,0,120,"◆ <Gui(112)/>ファンフェス特製フレーム4"
35,1,231013,"",0,255,184,10,0,120,"◆ <Gui(112)/>ファンフェス特製フレーム5"
36,1,231014,"",0,255,185,10,0,120,"◆ <Gui(112)/>ファンフェス特製フレーム6"
37,1,231015,"",0,255,186,10,0,120,"◆ <Gui(112)/>ファンフェス特製フレーム7"
38,1,230012,"",0,255,12,10,0,0,"◆ シンプル3"
39,0,0,"",0,0,0,0,0,0,""
40,0,0,"",0,0,0,0,0,0,""
41,0,0,"",0,0,0,0,0,0,""
42,0,0,"",0,0,0,0,0,0,""
43,0,0,"",0,0,0,0,0,0,""
44,0,0,"",0,0,0,0,0,0,""
45,0,0,"",0,0,0,0,0,0,""
46,0,0,"",0,0,0,0,0,0,""
47,0,0,"",0,0,0,0,0,0,""
48,0,0,"",0,0,0,0,0,0,""
49,0,0,"",0,0,0,0,0,0,""
50,0,0,"",0,0,0,0,0,0,""
51,0,0,"",0,0,0,0,0,0,""
52,0,0,"",0,0,0,0,0,0,""
53,1,230013,"",0,255,63,10,0,0,"◆ 五線譜"
54,1,230014,"",0,2058672639,59,10,0,0,"◆ 無人島1"
55,1,230015,"",0,2058672639,60,10,0,0,"◆ 無人島2"
56,0,0,"",0,0,0,0,0,0,""
57,0,0,"",0,0,0,0,0,0,""
58,0,0,"",0,0,0,0,0,0,""
59,0,0,"",0,0,0,0,0,0,""
60,0,0,"",0,0,0,0,0,0,""
61,0,0,"",0,0,0,0,0,0,""
62,0,0,"",0,0,0,0,0,0,""
63,0,0,"",0,0,0,0,0,0,""
64,0,0,"",0,0,0,0,0,0,""
65,0,0,"",0,0,0,0,0,0,""
66,1,127961,"",0,255,255,10,0,0,"◆ パッチロゴ"
67,1,230016,"",0,255,15,10,0,0,"◆ レース：ホワイト"
68,1,230017,"",0,255,16,10,0,0,"◆ レース：ブラック"
69,1,230018,"",0,255,13,10,0,0,"◆ ソリッド1"
70,1,230019,"",0,255,14,10,0,0,"◆ ソリッド2"
71,1,230020,"",0,255,17,10,0,0,"◆ 隅飾り1"
72,1,230021,"",0,255,18,10,0,0,"◆ 隅飾り2"
73,1,230022,"",0,255,22,10,0,0,"◆ ネオンフレーム1"
74,1,230023,"",0,255,23,10,0,0,"◆ ネオンフレーム2"
75,1,230024,"",0,255,21,10,0,0,"◆ バースデー"
76,1,230025,"",0,255,64,10,0,0,"◆ エーテル"
77,1,230026,"",0,255,20,10,0,0,"◆ ディスプレイ"
78,1,230027,"",0,255,61,10,0,0,"◆ エクスプローラータブレット"
79,1,230028,"",0,255,62,10,0,0,"◆ コスモフォーチュン"
