0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,1,0,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,36920,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,37266,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,37486,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,37267,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,37268,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,5000,0,36656,0,1,1000,31
2,0,0,0,1,1,0,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,38572,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,38348,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,38447,0,0,1,1,38446,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,38349,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,36905,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,6000,0,36656,0,1,1000,31
3,0,0,0,1,1,0,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,39498,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,39570,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,23125,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,39571,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,39364,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,5000,0,36656,0,1,1000,31
4,0,0,0,1,1,0,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,40358,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,40498,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,40373,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,40499,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,40383,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,5000,0,36656,0,1,1000,31
5,0,0,0,1,1,0,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,41460,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,41367,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,41473,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,41368,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,41523,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,5000,0,36656,0,1,1000,31
6,0,0,0,1,1,0,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,44258,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,43565,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,43576,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,43566,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,41492,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,5000,0,36656,0,1,1000,31
7,0,0,0,1,1,0,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,44508,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,44350,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,44485,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,44351,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,44352,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,5000,0,36656,0,1,1000,31
8,0,0,0,1,1,0,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,47984,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,46335,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,47961,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,46336,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,48231,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,5000,0,36656,0,1,1000,31
9,0,0,0,1,1,0,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,46794,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,46736,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,46775,0,0,1,1,46774,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,46737,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,47224,0,0,1,1,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,1000,0,36656,0,1,6000,0,36656,0,1,1000,31
