key,0,1,2,3,4,5,6,7,8,9,10
#,ClassJobCategory,,ENpcResident,Item,AmountRequired,ItemHQ,,,,,
int32,ClassJobCategory,byte,ENpcResident,Item,byte,bit&01,uint32,uint32,uint32,uint16,byte
0.0,"",0,,"",0,False,0,0,0,0,0
1.0,"",0,,"",0,False,0,0,0,0,0
1.1,"",0,,"",0,False,0,0,0,0,0
1.2,"",0,,"",0,False,0,0,0,0,0
1.3,"",0,,"",0,False,0,0,0,0,0
2.0,"",0,,"",0,False,0,0,0,0,0
2.1,"",0,,"",0,False,0,0,0,0,0
2.2,"",0,,"",0,False,0,0,0,0,0
2.3,"",0,,"",0,False,0,0,0,0,0
3.0,"",0,,"",0,False,0,0,0,0,0
3.1,"",0,,"",0,False,0,0,0,0,0
3.2,"",0,,"",0,False,0,0,0,0,0
3.3,"",0,,"",0,False,0,0,0,0,0
3.4,"",0,,"",0,False,0,0,0,0,0
3.5,"",0,,"",0,False,0,0,0,0,0
3.6,"",0,,"",0,False,0,0,0,0,0
3.7,"",0,,"",0,False,0,0,0,0,0
4.0,"",0,,"",0,False,0,0,0,0,0
4.1,"",0,,"",0,False,0,0,0,0,0
4.2,"",0,,"",0,False,0,0,0,0,0
4.3,"",0,,"",0,False,0,0,0,0,0
5.0,"クラフター",0,"真面目なナマズオ","交易品部材",2,False,0,0,0,0,0
5.1,"採掘師",0,"真面目なナマズオ","草原の雲母",3,False,0,0,0,0,2
5.2,"園芸師",0,"真面目なナマズオ","草原の紅花",3,False,0,0,0,0,2
5.3,"漁師",0,"真面目なナマズオ","カールクラブ",1,False,0,0,0,0,1
6.0,"クラフター",0,"光風院セイゲツ","清めの祭具",1,False,0,0,0,0,0
6.1,"採掘師",0,"光風院セイゲツ","草原の岩塩",3,False,0,0,0,0,2
6.2,"園芸師",0,"光風院セイゲツ","常緑の枝",3,False,0,0,0,0,2
6.3,"漁師",0,"光風院セイゲツ","供物の小魚",1,False,0,0,0,0,1
7.0,"クラフター",0,"光風院セイゲツ","篝火台部材",2,False,0,0,0,0,0
7.1,"採掘師",0,"光風院セイゲツ","草原の石炭",3,False,0,0,0,0,2
7.2,"園芸師",0,"光風院セイゲツ","草原の枯れ枝",3,False,0,0,0,0,2
7.3,"漁師",0,"光風院セイゲツ","アブラクダリ",1,False,0,0,0,0,1
8.0,"クラフター",0,"光風院セイゲツ","うちわ部材",3,False,0,0,0,0,0
8.1,"採掘師",0,"光風院セイゲツ","純白の珪砂",3,False,0,0,0,0,2
8.2,"園芸師",0,"光風院セイゲツ","ステップラタン",3,False,0,0,0,0,2
8.3,"漁師",0,"光風院セイゲツ","赤銅魚",1,False,0,0,0,0,1
9.0,"クラフター",0,"釣り道楽のナマズオ","ナマズ釣り具",2,False,0,0,0,0,0
9.1,"採掘師",0,"釣り道楽のナマズオ","鈍色の鉱石",3,False,0,0,0,0,2
9.2,"園芸師",0,"釣り道楽のナマズオ","ヨルの羽根",3,False,0,0,0,0,2
9.3,"漁師",0,"釣り道楽のナマズオ","巨大オオナマズ",1,False,0,0,0,0,1
10.0,"クラフター",0,"ギョリン","遊牧民風の商材",1,False,0,0,0,0,0
10.1,"採掘師",0,"ギョリン","草原の宝玉",3,False,0,0,0,0,2
10.2,"園芸師",0,"ギョリン","草原の果実",3,False,0,0,0,0,2
10.3,"漁師",0,"ギョリン","ニジメダカ",1,False,0,0,0,0,1
11.0,"クラフター",0,"光風院セイゲツ","先祖の接待用品",2,False,0,0,0,0,0
11.1,"採掘師",0,"光風院セイゲツ","草原の粘土",3,False,0,0,0,0,2
11.2,"園芸師",0,"光風院セイゲツ","草原のつぼみ",3,False,0,0,0,0,2
11.3,"漁師",0,"光風院セイゲツ","アユナギ",1,False,0,0,0,0,1
12.0,"クラフター",0,"ケナガウシを育てる遊牧民","毛刈りハサミ部材",1,True,0,0,0,0,0
12.1,"採掘師",0,"ケナガウシを育てる遊牧民","草原の砥石",2,False,0,0,0,0,2
12.2,"園芸師",0,"ケナガウシを育てる遊牧民","草原の牧草",2,False,0,0,0,0,2
12.3,"漁師",0,"ケナガウシを育てる遊牧民","アブラウナギ",1,False,0,0,0,0,1
13.0,"クラフター",0,"調理担当のナマズオ","ボーズ調理用品",2,False,0,0,0,0,0
13.1,"採掘師",0,"調理担当のナマズオ","耐熱性の石材",3,False,0,0,0,0,2
13.2,"園芸師",0,"調理担当のナマズオ","ステップオニオン",3,False,0,0,0,0,2
13.3,"漁師",0,"調理担当のナマズオ","ステップシュリンプ",1,False,0,0,0,0,1
14.0,"クラフター",0,"お茶好きナマズオ","茶会必需品",3,False,0,0,0,0,0
14.1,"採掘師",0,"お茶好きナマズオ","草原の天然水",3,False,0,0,0,0,2
14.2,"園芸師",0,"お茶好きナマズオ","草原の空豆",3,False,0,0,0,0,2
14.3,"漁師",0,"お茶好きナマズオ","杯貝",1,False,0,0,0,0,1
15.0,"クラフター",0,"光風院セイゲツ","馬番必需品",2,False,0,0,0,0,0
15.1,"採掘師",0,"光風院セイゲツ","草原の鉄鉱",1,False,0,0,0,0,2
15.2,"園芸師",0,"光風院セイゲツ","草原の馬草",1,False,0,0,0,0,2
15.3,"漁師",0,"光風院セイゲツ","月蝶貝",1,False,0,0,0,0,1
16.0,"クラフター",0,"光風院セイゲツ","太鼓部材",1,False,0,0,0,0,0
16.1,"採掘師",0,"光風院セイゲツ","扁平な石材",2,False,0,0,0,0,2
